0x00 0x00 0x00 0x00 0x50 0x35 0x30 0x00 0x00 0x00 0x28 0x29 0x27 0x28 0x00 0x33 0x23 0x2F 0x32 0x25 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 
0x00 0x00 0xD5 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xD6 0x00 0x00 
0x00 0x00 0xE5 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xE6 0x00 0x00 
0x00 0x00 0xF5 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xF6 0x00 0x00 
0x00 0x00 0xB2 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xB3 0x00 0x00 
0x00 0x00 0xB2 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xC7 0xC7 0xC7 0xC7 0xB3 0x00 0x00 
0x00 0x00 0xB2 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xb8 0xb9 0xa8 0xa9 0xa8 0xa9 0xb8 0xb9 0xC6 0xC6 0xB3 0x00 0x00 
0x00 0x00 0xD5 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xa8 0xa9 0xD6 0x00 0x00 
0x00 0x00 0xE5 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xE6 0x00 0x00 
0x00 0x00 0xF5 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xF6 0x00 0x00 
0x00 0x00 0xB2 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xB3 0x00 0x00 
0x00 0x00 0xB2 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xB3 0x00 0x00 
0x00 0x00 0xB2 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xB3 0x00 0x00 
0x00 0x00 0xD5 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xD6 0x00 0x00 
0x00 0x00 0xE5 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xE6 0x00 0x00 
0x00 0x00 0xF5 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xF6 0x00 0x00 
0x00 0x00 0xB2 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xB3 0x00 0x00 
0x00 0x00 0xB2 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xC7 0xB3 0x00 0x00 
0x00 0x00 0xB2 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xC6 0xB3 0x00 0x00 
0x50 0x50 0x50 0x50 0x50 0x50 0x50 0x50 0xAA 0xAA 0x50 0x50 0x50 0x50 0x50 0x55 0xAA 0xAA 0xFF 0xAA 0xAA 0xFF 0xFF 0x55 0xAA 0xAA 0xFF 0xAA 0xFF 0xFF 0x55 0x55 
0x5A 0x5A 0x5F 0x5A 0x5F 0x5F 0x5A 0x5A 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 0x55 
